row,col,x,y,elevation,slope,aspect,curvature,twi,lithology,target
245,361,616815.0,3040755.0,3499,33.956463,77.85572,-0.00083333335,9.905855,1,0
909,1004,636105.0,3020835.0,1649,34.740208,69.605125,0.0025,9.733389,2,1
956,707,627195.0,3019425.0,755,69.801254,133.01222,-0.019166667,6.9010725,1,1
889,1685,656535.0,3021435.0,988,25.411135,91.00509,0.0030555555,9.849266,1,0
756,246,613365.0,3025425.0,2165,35.246563,241.47043,0.0058333334,11.3543215,1,0
488,2066,667965.0,3033465.0,3534,32.014538,158.90765,-0.0025,7.2720428,1,0
595,1436,649065.0,3030255.0,631,30.758917,315.0,-0.00083333335,8.419951,1,0
351,676,626265.0,3037575.0,3562,39.304447,247.87367,-0.012777777,7.00253,1,0
436,2168,671025.0,3035025.0,3941,31.597523,234.37209,-0.0033333334,8.386906,1,0
21,1397,647895.0,3047475.0,1521,60.582184,176.90231,-0.010277778,9.0626955,1,1
498,1803,660075.0,3033165.0,1310,36.578663,325.0607,0.003611111,8.71012,1,0
47,1403,648075.0,3046695.0,871,16.91951,0.7848282,0.00083333335,9.378775,1,1
598,878,632325.0,3030165.0,1543,34.124302,224.50179,-0.0022222223,8.800928,2,1
238,143,610275.0,3040965.0,4275,33.573963,218.88449,-0.0075,7.905401,1,0
319,1896,662865.0,3038535.0,2098,53.952587,137.21204,-0.0055555557,7.8709707,1,1
202,2136,670065.0,3042045.0,3471,39.097916,256.96136,0.00083333335,7.703037,1,0
1281,1086,638565.0,3009675.0,2178,36.134315,272.94403,0.0013888889,10.061366,2,0
1053,202,612045.0,3016515.0,1338,31.168497,182.76385,0.008333334,10.600973,1,0
848,2180,671385.0,3022665.0,2190,45.21963,188.8002,0.014722222,9.279634,3,1
1040,1968,665025.0,3016905.0,1999,25.142431,186.11551,0.011944445,11.222389,1,1
324,1898,662925.0,3038385.0,1930,23.025492,151.92752,0.013333334,10.142967,1,1
40,1390,647685.0,3046905.0,956,49.778107,193.44861,-0.009722223,9.725871,1,1
29,1391,647715.0,3047235.0,1204,39.55846,177.10873,0.012222222,9.296078,1,1
31,1397,647895.0,3047175.0,1162,42.387886,181.30789,0.0033333334,10.189538,1,1
18,1405,648135.0,3047565.0,1671,35.973557,127.067245,-0.036666665,7.1228237,1,1
461,1193,641775.0,3034275.0,2568,24.49391,39.805573,0.0044444446,10.29659,1,0
1234,301,615015.0,3011085.0,2554,39.509712,104.03624,0.004166667,9.393122,1,0
1094,921,633615.0,3015285.0,1803,31.885925,219.0194,0.005,8.88648,1,0
1127,649,625455.0,3014295.0,1485,15.874326,280.98065,1.0842022e-19,10.69892,1,0
735,661,625815.0,3026055.0,1586,37.160923,165.35263,0.0044444446,9.912724,1,1
632,1461,649815.0,3029145.0,1416,19.088648,357.92996,-0.0013888889,10.166125,1,0
1235,214,612405.0,3011055.0,2667,25.254932,70.924904,-0.0033333334,9.856316,1,0
832,884,632505.0,3023145.0,1858,31.028238,167.60034,0.007222222,11.261915,2,1
1251,493,620775.0,3010575.0,1410,10.111883,37.405357,0.010555555,17.746248,1,0
914,2315,675435.0,3020685.0,2939,45.35417,187.32974,0.0063888887,7.8886437,3,1
670,1576,653265.0,3028005.0,1764,31.588135,63.434948,0.013333334,10.620865,1,1
359,1749,658455.0,3037335.0,1985,35.81934,143.92398,-0.0027777778,9.767548,1,0
523,480,620385.0,3032415.0,2605,32.95703,232.83553,0.009166666,14.182708,1,0
